short_term,long_term,price_range,amp_window,change_holding,amp_lo_threshold,amp_hi_threshold,mse_threshold_1,slope_threshold_1,mse_threshold_2,slope_threshold_2,price_change_threshold,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,score_250,score_500
6.0,15.0,7.0,100.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,22.04183515841425,,,,,,,,,22.59825573967604,12.312126042538965
4.0,20.0,7.0,100.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,22.492657584703256,,,,,,,,,23.079557450696626,13.916264176169397
4.0,25.0,7.0,100.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,22.566499916165665,,,,,,,,,23.94477814360392,13.992888498516328
4.0,30.0,7.0,100.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,22.484353078574912,,,,,,,,,23.778294114769132,14.15409510319299
4.0,15.0,7.0,75.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,23.386080235862238,,,,,,,,,21.172906368426865,14.277216967929919
4.0,15.0,7.0,150.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,17.371487306910744,,,,,,,,,15.902145483419153,10.296486771241863
4.0,15.0,7.0,200.0,250.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,14.860948125676575,,,,,,,,,12.057256100865164,6.99116305266336
4.0,15.0,7.0,75.0,500.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,28.622772445666037,,,,,,,,,26.649377344033304,9.51572097274386
4.0,15.0,7.0,75.0,1000.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,24.301217636419693,,,,,,,,,21.19707276692028,-2.5517044724798446
4.0,15.0,7.0,75.0,2000.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,13.812593058690565,,,,,,,,,9.506829662069652,-15.66098502517143
4.0,15.0,7.0,75.0,4000.0,10.0,0.5,0.35,0.1,0.04,2.0,0.01,,5.06914372852866,,,,,,,,,-2.8351366447665995,-25.02338815716996
4.0,15.0,7.0,75.0,500.0,7.5,0.5,0.35,0.1,0.04,2.0,0.01,,30.614165535256625,,,,,,,,,28.64678136124657,12.925620455115398
4.0,15.0,7.0,75.0,500.0,12.5,0.5,0.35,0.1,0.04,2.0,0.01,,26.112827820435015,,,,,,,,,23.509917650486926,9.183315095942515
4.0,15.0,7.0,75.0,500.0,15.0,0.5,0.35,0.1,0.04,2.0,0.01,,25.525405156163565,,,,,,,,,23.502931628842468,8.051460288120024
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.01,,30.62757961824059,,,,,,,,,28.681925842140327,12.925620455115398
4.0,15.0,7.0,75.0,500.0,7.5,1.5,0.35,0.1,0.04,2.0,0.01,,30.32502869707165,,,,,,,,,29.0452232267338,12.1261458597114
4.0,15.0,7.0,75.0,500.0,7.5,2.0,0.35,0.1,0.04,2.0,0.01,,28.631101422367106,,,,,,,,,28.898013958798586,11.766804103637629
4.0,15.0,7.0,75.0,500.0,7.5,2.5,0.35,0.1,0.04,2.0,0.01,,25.43595412264518,,,,,,,,,26.677537252953968,8.919247119729665
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.005,,15.395380477062881,,,,,,,,,10.479853848411633,13.316502376866733
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.025,,11.103525475569302,,,,,,,,,-2.2024046139060296,30.268266276305305
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.05,,8.885274018510675,,,,,,,,,5.7000627738130945,14.14915700192913
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.1,,4.031717206525514,,,,,,,,,1.3869208086457192,10.28962719579026
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.005,2.0,0.01,,24.125049528961355,,,,,,,,,21.22204754828241,12.83904615606269
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.01,2.0,0.01,,24.695887414539783,,,,,,,,,21.502096115835222,14.162777324545319
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.02,2.0,0.01,,24.698489689101468,,,,,,,,,21.940568805140764,13.512308986786199
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,0.5,0.01,,30.62757961824059,,,,,,,,,28.681925842140327,12.925620455115398
