short_term,long_term,price_range,amp_window,increase_holding,decrease_holding,amp_lo_threshold,amp_hi_threshold,mse_threshold,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,CV r2
10.0,50.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.005,,-3.75735002468059,0.0,,,,,,,,-2.41777605394585
10.0,15.0,10.0,150.0,250.0,250.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,15.0,7.0,25.0,250.0,250.0,5.0,0.5,0.04,,-0.861088416708587,-1.2607875457902615,,,,,,,,-1.6607587049887602
2.0,15.0,7.0,25.0,250.0,4000.0,15.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.33866134340363596
2.0,15.0,3.0,25.0,250.0,250.0,5.0,3.0,0.005,,-0.964707769935598,-0.84708821963424,,,,,,,,-1.170998510255084
2.0,15.0,3.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,-6.047211520708686,-6.330667163444616,,,,,,,,-6.074391102398359
2.0,50.0,10.0,25.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
6.0,15.0,3.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,-9.250370024871065,-4.441318625765396,,,,,,,,-5.450749338398166
6.0,35.0,7.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.242934601865332
2.0,15.0,7.0,25.0,250.0,4000.0,15.0,3.0,0.04,,-0.7984060997949021,-4.037271580730948,,,,,,,,-2.3143124349849304
6.0,35.0,10.0,25.0,4000.0,4000.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,250.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
6.0,50.0,7.0,25.0,250.0,250.0,5.0,3.0,0.005,,-0.02432120411922223,-0.0379594365955139,,,,,,,,-0.014881102346664923
2.0,35.0,10.0,25.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,15.0,10.0,150.0,250.0,250.0,15.0,3.0,0.04,,-0.11249653838933438,-0.8585595116905054,,,,,,,,-0.9935898524011112
6.0,50.0,10.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-7.500612073777548,-6.490329667008678,,,,,,,,-4.965121958782238
2.0,50.0,10.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-7.56821481037807,-6.175077333953183,,,,,,,,-5.650272507270835
2.0,50.0,10.0,25.0,250.0,4000.0,5.0,0.5,0.04,,-0.8362920581759208,-1.070793805765757,,,,,,,,-2.3061871801121905
2.0,35.0,10.0,25.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,4000.0,4000.0,15.0,3.0,0.04,,-6.156890822178713,-2.1742699281195965,,,,,,,,-2.0754603427274803
6.0,50.0,3.0,150.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-1.0049986179228092,-4.909366838650429,,,,,,,,-3.9575030095179793
10.0,35.0,3.0,150.0,250.0,250.0,5.0,0.5,0.04,,0.0,0.0,,,,,,,,0.0
2.0,15.0,7.0,25.0,4000.0,250.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.242934601865332
2.0,50.0,10.0,25.0,250.0,250.0,15.0,3.0,0.04,,-0.4637765394470926,-0.5108128856529626,,,,,,,,-0.2958231940000027
2.0,15.0,3.0,25.0,250.0,250.0,15.0,0.5,0.04,,-2.2666839673111365,-3.653115341083162,,,,,,,,-3.573952447929861
2.0,15.0,10.0,25.0,4000.0,250.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,250.0,250.0,5.0,3.0,0.04,,-0.5380068429847974,-0.08676447165174161,,,,,,,,-0.13184212156786762
6.0,35.0,7.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-1.7096450550142335,-0.7447255782683799,,,,,,,,-2.4448139165221705
10.0,15.0,10.0,25.0,250.0,4000.0,5.0,0.5,0.04,,-0.13230614570079569,-1.7475221943102426,,,,,,,,-1.8014320759821616
10.0,50.0,7.0,150.0,4000.0,4000.0,5.0,0.5,0.04,,-3.9056899472066844,-6.459953570001152,,,,,,,,-6.113492727181917
10.0,35.0,3.0,25.0,4000.0,4000.0,15.0,0.5,0.04,,-11.709336390904014,-10.044377341342297,,,,,,,,-7.599533976433858
6.0,35.0,10.0,150.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-7.8482869922096565,-1.3127607941328843,,,,,,,,-3.721501337823858
2.0,50.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.04,,-0.19312686281009428,-0.9121017786761864,,,,,,,,-1.4867838397627158
2.0,15.0,7.0,25.0,250.0,4000.0,5.0,3.0,0.04,,-0.7806418808252409,-4.134002485439785,,,,,,,,-2.354219416464571
2.0,15.0,3.0,150.0,4000.0,4000.0,15.0,0.5,0.04,,-5.0152000049206436,-6.739045289848088,,,,,,,,-5.414121599693443
2.0,15.0,3.0,25.0,4000.0,250.0,5.0,0.5,0.04,,-9.466790817105432,-8.216186753385028,,,,,,,,-6.469606732276764
2.0,15.0,7.0,25.0,250.0,4000.0,5.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.17461625509504955
6.0,50.0,7.0,150.0,4000.0,4000.0,5.0,3.0,0.04,,-3.9056899472066844,-6.459953570001152,,,,,,,,-5.884229648045251
6.0,35.0,3.0,150.0,4000.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,3.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-5.0152000049206436,-6.739045289848088,,,,,,,,-5.414121599693443
6.0,15.0,3.0,150.0,4000.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-9.458107954479956,-1.6061303017674096,,,,,,,,-4.896251849781071
10.0,35.0,10.0,150.0,250.0,250.0,5.0,0.5,0.04,,-0.19312686281009428,-0.9121017786761864,,,,,,,,-1.5690069820501766
10.0,50.0,10.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-4.954429488590501,-3.1077244687418704,,,,,,,,-3.8606655961073066
2.0,35.0,7.0,25.0,250.0,250.0,15.0,0.5,0.04,,-2.1790357459224174,-1.0152725646027478,,,,,,,,-2.686043261159898
6.0,50.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.04,,-0.19312686281009428,-0.9121017786761864,,,,,,,,-1.5690069820501766
2.0,15.0,3.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-1.5330035707451501,-1.9436213177635466,,,,,,,,-2.413069468617358
10.0,35.0,3.0,25.0,250.0,250.0,15.0,0.5,0.04,,-6.037889196799156,-5.783638696873689,,,,,,,,-5.126009731164528
10.0,35.0,7.0,150.0,4000.0,4000.0,15.0,0.5,0.04,,-6.903865279544783,-2.1164834171916063,,,,,,,,-4.335130404603003
10.0,15.0,3.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-8.872717295889721,-8.456068342395866,,,,,,,,-4.857689510096007
10.0,50.0,3.0,25.0,250.0,4000.0,15.0,0.5,0.04,,-6.454669690952718,-6.114822763687792,,,,,,,,-5.228596591256066
2.0,15.0,10.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-1.406978164116504,-4.483410165988827,,,,,,,,-4.286706220882882
10.0,50.0,3.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-7.7304883958305215,-11.968010952674813,,,,,,,,-6.056679470644456
6.0,50.0,10.0,150.0,250.0,250.0,5.0,3.0,0.04,,-0.18611521841825152,-0.26677691032228035,,,,,,,,-0.810242206584544
10.0,15.0,10.0,25.0,250.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
6.0,15.0,7.0,25.0,4000.0,4000.0,15.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.625483979271813
6.0,50.0,10.0,25.0,4000.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,15.0,7.0,25.0,250.0,4000.0,5.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.16209275805613355
10.0,50.0,3.0,150.0,250.0,250.0,15.0,3.0,0.005,,-2.011408962777409,-3.9665112792793638,,,,,,,,-3.1111547568883524
10.0,15.0,7.0,25.0,250.0,4000.0,5.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-1.4735291535692177
2.0,50.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.04,,-2.2880913239060825,-7.324084997521448,,,,,,,,-4.7484111223346375
10.0,35.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,250.0,250.0,15.0,3.0,0.005,,-0.02432120411922223,-0.0379594365955139,,,,,,,,0.0006812327330476903
10.0,35.0,10.0,25.0,250.0,4000.0,15.0,3.0,0.04,,-0.5960691306738002,-1.1501898052930621,,,,,,,,-1.9017405194178345
6.0,50.0,3.0,25.0,4000.0,4000.0,5.0,0.5,0.005,,-7.7304883958305215,-11.323025646225114,,,,,,,,-5.830034863553055
10.0,35.0,7.0,150.0,250.0,250.0,5.0,0.5,0.005,,-0.24638360817577634,0.0,,,,,,,,-0.16417794855555443
2.0,15.0,3.0,25.0,4000.0,4000.0,5.0,3.0,0.04,,-3.7176614376960635,-7.890820882473083,,,,,,,,-5.299213737481295
10.0,50.0,3.0,25.0,4000.0,4000.0,5.0,3.0,0.04,,-8.975306042735925,-7.847528873327136,,,,,,,,-7.653356610075235
2.0,15.0,7.0,150.0,4000.0,250.0,15.0,3.0,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.197141071939446
6.0,50.0,3.0,150.0,4000.0,250.0,15.0,3.0,0.005,,-9.76372654885099,-8.844627777396662,,,,,,,,-7.68085837859272
6.0,15.0,7.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-0.7292349824163873,-1.1251909267966271,,,,,,,,-1.8210377464593308
2.0,15.0,3.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,50.0,7.0,150.0,250.0,4000.0,5.0,3.0,0.005,,-0.24638360817577634,0.0,,,,,,,,-0.16417794855555443
10.0,35.0,7.0,25.0,250.0,4000.0,5.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.3805542482286832
10.0,15.0,3.0,150.0,4000.0,250.0,15.0,3.0,0.04,,-7.998295788997557,-5.733628646907437,,,,,,,,-4.934586057342993
2.0,35.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,250.0,4000.0,15.0,0.5,0.04,,-2.8534536836542155,-1.0557741385838755,,,,,,,,-2.9110152206251283
2.0,50.0,10.0,150.0,4000.0,4000.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,15.0,7.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-5.63115404686295,-4.871428065343028,,,,,,,,-5.167962633270347
2.0,50.0,3.0,25.0,250.0,250.0,5.0,3.0,0.04,,-0.8519090131105558,-1.625929706826646,,,,,,,,-1.6568215188695317
6.0,35.0,10.0,150.0,250.0,250.0,5.0,3.0,0.04,,-0.18611521841825152,-0.26677691032228035,,,,,,,,-0.7277226010835307
6.0,15.0,7.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-3.414659936421637
6.0,35.0,7.0,150.0,4000.0,250.0,15.0,3.0,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.197141071939446
10.0,50.0,3.0,25.0,250.0,250.0,5.0,0.5,0.005,,-4.233523267402616,-2.786224142012362,,,,,,,,-2.4160478962523206
6.0,35.0,3.0,25.0,4000.0,250.0,5.0,0.5,0.04,,-7.764513089028444,-8.857458645985352,,,,,,,,-6.526202987159158
2.0,35.0,7.0,150.0,250.0,250.0,5.0,3.0,0.005,,-0.24638360817577634,0.0,,,,,,,,-0.16417794855555443
6.0,15.0,7.0,25.0,250.0,250.0,5.0,3.0,0.005,,-0.02432120411922223,-0.0379594365955139,,,,,,,,-0.00860066349625675
10.0,35.0,10.0,25.0,250.0,250.0,5.0,0.5,0.04,,-0.6125818141510463,-1.253584252956502,,,,,,,,-2.129271016937669
10.0,35.0,7.0,25.0,4000.0,4000.0,15.0,0.5,0.04,,-11.719679098604457,-2.1761644398368714,,,,,,,,-5.331742364372709
10.0,35.0,7.0,25.0,250.0,4000.0,15.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.4217002158238173
10.0,35.0,7.0,25.0,250.0,4000.0,15.0,0.5,0.04,,-2.153184730164206,-1.1435560299948615,,,,,,,,-2.7438737140218303
6.0,50.0,10.0,25.0,4000.0,250.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,15.0,3.0,150.0,250.0,4000.0,5.0,3.0,0.04,,0.0,0.0,,,,,,,,0.0
2.0,35.0,10.0,25.0,250.0,250.0,15.0,0.5,0.04,,-0.5005937718215717,-0.8453382389427093,,,,,,,,-2.1966442759457894
6.0,35.0,7.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-7.687255658767647,-1.5502319821738704,,,,,,,,-4.065631307609111
6.0,50.0,7.0,25.0,250.0,4000.0,5.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.3805542482286832
10.0,50.0,10.0,150.0,4000.0,4000.0,5.0,0.5,0.04,,-2.845731474976127,-6.621913702446172,,,,,,,,-5.133063053382623
10.0,50.0,7.0,150.0,4000.0,250.0,5.0,3.0,0.04,,-3.9056899472066844,-6.459953570001152,,,,,,,,-6.113492727181917
10.0,15.0,7.0,150.0,4000.0,4000.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-2.816803748323259
10.0,15.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.005,,-3.75735002468059,0.0,,,,,,,,-1.7149106864453993
10.0,50.0,10.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-7.990363374252137,-8.54442428516975,,,,,,,,-4.61584037486857
10.0,35.0,7.0,25.0,4000.0,250.0,15.0,0.5,0.04,,-11.719679098604457,-2.1761644398368714,,,,,,,,-5.331742364372709
10.0,35.0,7.0,150.0,250.0,250.0,15.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.3805542482286832
2.0,35.0,10.0,150.0,250.0,250.0,5.0,3.0,0.04,,-0.18611521841825152,-0.26677691032228035,,,,,,,,-0.642006795195844
6.0,15.0,10.0,25.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,50.0,3.0,150.0,4000.0,250.0,15.0,0.5,0.04,,-9.76372654885099,-8.204404441037036,,,,,,,,-8.175773122983825
10.0,15.0,3.0,150.0,4000.0,4000.0,5.0,3.0,0.04,,0.0,0.0,,,,,,,,0.0
2.0,50.0,10.0,25.0,250.0,4000.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,3.0,150.0,250.0,4000.0,5.0,3.0,0.04,,0.0,0.0,,,,,,,,0.0
2.0,15.0,10.0,25.0,4000.0,4000.0,15.0,0.5,0.04,,-1.406978164116504,-4.483410165988827,,,,,,,,-4.286706220882882
6.0,15.0,3.0,25.0,250.0,250.0,15.0,0.5,0.005,,-2.6732503252683646,-2.9462238539242325,,,,,,,,-3.039432604424246
2.0,50.0,3.0,25.0,250.0,250.0,5.0,3.0,0.005,,-0.8519090131105558,-1.625929706826646,,,,,,,,-1.6568215188695317
6.0,15.0,3.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-7.53160376151224,-8.164284488064702,,,,,,,,-4.870851816056693
2.0,35.0,3.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-7.71454795873707,-6.625210452397565,,,,,,,,-6.534356693430105
2.0,15.0,3.0,150.0,4000.0,250.0,5.0,0.5,0.04,,0.0,0.0,,,,,,,,0.0
10.0,15.0,7.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-5.734540862145169,-3.1203579097327756,,,,,,,,-5.213574683115821
10.0,15.0,3.0,25.0,4000.0,4000.0,15.0,0.5,0.04,,-8.06703860411477,-8.957140685809048,,,,,,,,-5.598883885867767
10.0,35.0,7.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-11.049607734113891,-3.0409866402875334,,,,,,,,-5.863184748267399
10.0,50.0,7.0,25.0,4000.0,250.0,5.0,3.0,0.005,,-0.02432120411922223,-0.0379594365955139,,,,,,,,-0.014881102346664923
6.0,15.0,7.0,25.0,250.0,4000.0,5.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.2056735942819949
2.0,15.0,3.0,25.0,4000.0,4000.0,5.0,0.5,0.04,,-9.466790817105432,-8.216186753385028,,,,,,,,-6.469606732276764
10.0,15.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.04,,-3.9056899472066844,-7.391964911909309,,,,,,,,-5.770838019479335
10.0,50.0,3.0,25.0,250.0,250.0,15.0,3.0,0.005,,-4.727604508578805,-4.5230121006014645,,,,,,,,-4.804499843319323
2.0,50.0,3.0,25.0,4000.0,4000.0,5.0,3.0,0.04,,-8.531046869473204,-8.233428249779758,,,,,,,,-6.356851325445123
10.0,15.0,3.0,25.0,250.0,4000.0,5.0,0.5,0.04,,-2.485240816204122,-1.8219338879445246,,,,,,,,-1.614284152590437
2.0,35.0,7.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-7.743415026577129,-1.5502319821738704,,,,,,,,-4.094693080236052
10.0,35.0,3.0,150.0,4000.0,250.0,15.0,0.5,0.005,,-8.523466297606445,-8.328512472812172,,,,,,,,-7.14823940129884
10.0,50.0,10.0,25.0,4000.0,250.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.15947215382265223
6.0,50.0,7.0,150.0,250.0,4000.0,5.0,0.5,0.04,,-0.2498122094348335,-0.7750405005324774,,,,,,,,-1.0837989981897067
2.0,50.0,3.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-9.919425061383315,-8.465292080984081,,,,,,,,-6.563129413864263
10.0,35.0,3.0,25.0,250.0,4000.0,5.0,0.5,0.04,,-3.195996244426892,-3.3974645791516997,,,,,,,,-2.8377388083617268
2.0,35.0,3.0,150.0,250.0,250.0,15.0,0.5,0.04,,-1.715460591703363,-3.08780297137566,,,,,,,,-2.9960950258636485
10.0,15.0,3.0,25.0,250.0,4000.0,5.0,0.5,0.005,,-2.485240816204122,-1.8219338879445246,,,,,,,,-1.614284152590437
2.0,35.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-2.060238969633353,-1.5303234979732478,,,,,,,,-2.618822949993837
6.0,35.0,7.0,150.0,4000.0,250.0,15.0,0.5,0.04,,-10.65385425903698,-2.8328717190813544,,,,,,,,-5.139872579225012
6.0,50.0,3.0,25.0,250.0,250.0,15.0,0.5,0.04,,-6.282487599887485,-5.367871413957913,,,,,,,,-5.077463588985333
10.0,15.0,3.0,150.0,4000.0,250.0,15.0,3.0,0.005,,-7.998295788997557,-5.733628646907437,,,,,,,,-4.934586057342993
2.0,15.0,7.0,150.0,250.0,4000.0,15.0,0.5,0.005,,-0.24638360817577634,-0.16946610423075564,,,,,,,,-0.29733225645284683
10.0,15.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-1.5967692152052717,-8.3549045290105,,,,,,,,-5.790988364229734
2.0,35.0,10.0,150.0,4000.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,35.0,10.0,150.0,4000.0,4000.0,5.0,0.5,0.04,,-2.845731474976127,-6.621913702446172,,,,,,,,-5.133063053382623
2.0,35.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.04,,-3.0985577343311466,-6.459953570001152,,,,,,,,-5.394196711768846
10.0,50.0,10.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-0.8284141754192126,-1.2622034024932853,,,,,,,,-2.1690892634858843
6.0,50.0,10.0,150.0,4000.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,3.0,25.0,4000.0,250.0,5.0,0.5,0.005,,-7.942382614329079,-10.344741964538441,,,,,,,,-8.126243622255249
6.0,50.0,3.0,25.0,250.0,250.0,5.0,0.5,0.04,,-4.233523267402616,-2.580410069785195,,,,,,,,-2.4263382107304428
6.0,50.0,10.0,25.0,250.0,250.0,5.0,0.5,0.04,,-0.8753568000916296,-1.1518064236474732,,,,,,,,-2.2478055376994814
2.0,15.0,7.0,25.0,4000.0,250.0,5.0,0.5,0.04,,-5.63115404686295,-4.871428065343028,,,,,,,,-5.561223679228444
2.0,50.0,7.0,25.0,4000.0,4000.0,5.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.197141071939446
2.0,15.0,7.0,25.0,250.0,250.0,15.0,0.5,0.04,,-0.946144376999029,-1.8815537287708701,,,,,,,,-2.322675699997417
6.0,15.0,10.0,25.0,250.0,4000.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,3.0,25.0,4000.0,4000.0,5.0,3.0,0.04,,-8.768074003042177,-6.216011134702571,,,,,,,,-6.613427859878385
2.0,50.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-2.2880913239060825,-7.324084997521448,,,,,,,,-4.7484111223346375
6.0,15.0,10.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-0.12360289021599,-1.4193816939950952,,,,,,,,-1.6155831192645593
10.0,35.0,10.0,25.0,4000.0,4000.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,50.0,10.0,150.0,250.0,250.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
10.0,35.0,3.0,150.0,250.0,4000.0,15.0,3.0,0.005,,-1.9279074991807201,-3.98033122011441,,,,,,,,-3.2319107408030505
10.0,15.0,3.0,25.0,4000.0,250.0,5.0,0.5,0.005,,-8.872717295889721,-8.456068342395866,,,,,,,,-4.857689510096007
2.0,35.0,7.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.15947215382265223
10.0,50.0,7.0,25.0,250.0,250.0,15.0,3.0,0.04,,-0.07984536514545237,-0.6649612572248604,,,,,,,,-0.5440858261578689
2.0,50.0,7.0,150.0,250.0,4000.0,5.0,3.0,0.005,,-0.24638360817577634,0.0,,,,,,,,-0.16417794855555443
2.0,15.0,7.0,25.0,4000.0,250.0,5.0,3.0,0.04,,-4.750952211209913,-0.7073146342708045,,,,,,,,-2.4271984711497034
6.0,50.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.005,,-3.75735002468059,0.0,,,,,,,,-2.41777605394585
2.0,50.0,10.0,150.0,4000.0,4000.0,15.0,0.5,0.04,,-8.20746883527001,-5.789258263888889,,,,,,,,-5.635977793604103
6.0,35.0,3.0,150.0,250.0,4000.0,15.0,0.5,0.005,,-1.858445066176619,-3.0842013056878272,,,,,,,,-2.9463612290188137
2.0,15.0,7.0,25.0,250.0,250.0,5.0,3.0,0.005,,-0.02432120411922223,-0.0379594365955139,,,,,,,,-0.00954037919987293
10.0,15.0,3.0,150.0,4000.0,4000.0,15.0,3.0,0.04,,-7.998295788997557,-5.733628646907437,,,,,,,,-4.934586057342993
6.0,35.0,10.0,150.0,250.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,50.0,10.0,150.0,250.0,4000.0,5.0,3.0,0.04,,-0.1863649678616708,-1.2861917678580912,,,,,,,,-0.6165473415331086
6.0,50.0,10.0,150.0,4000.0,4000.0,5.0,3.0,0.04,,-2.8065634035126936,-3.1818617599341534,,,,,,,,-4.1744537747495425
6.0,15.0,3.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-1.3699945579742394,-1.423064597114964,,,,,,,,-1.7042207009037866
10.0,50.0,3.0,150.0,250.0,250.0,15.0,3.0,0.04,,-2.011408962777409,-3.9665112792793638,,,,,,,,-3.1111547568883524
10.0,15.0,10.0,150.0,4000.0,250.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,35.0,10.0,150.0,250.0,4000.0,5.0,0.5,0.04,,-0.19312686281009428,-0.9121017786761864,,,,,,,,-1.4867838397627158
2.0,35.0,7.0,150.0,250.0,250.0,5.0,0.5,0.005,,-0.24638360817577634,0.0,,,,,,,,-0.16417794855555443
10.0,50.0,3.0,150.0,4000.0,4000.0,5.0,3.0,0.04,,0.0,0.0,,,,,,,,0.0
10.0,15.0,10.0,25.0,4000.0,250.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
2.0,35.0,10.0,25.0,250.0,4000.0,15.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
6.0,35.0,3.0,150.0,250.0,4000.0,15.0,0.5,0.04,,-1.858445066176619,-3.0842013056878272,,,,,,,,-2.9463612290188137
6.0,15.0,3.0,25.0,4000.0,250.0,5.0,0.5,0.005,,-9.630116415027146,-6.68281991718358,,,,,,,,-5.941840750989277
6.0,15.0,3.0,150.0,4000.0,250.0,15.0,0.5,0.04,,-5.865425982702326,-4.94116240950438,,,,,,,,-4.718458839498572
6.0,15.0,10.0,150.0,250.0,250.0,5.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
6.0,50.0,3.0,25.0,250.0,4000.0,15.0,3.0,0.005,,-2.422222147219464,-1.191391783284977,,,,,,,,-5.153052576209315
2.0,50.0,10.0,25.0,250.0,4000.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,50.0,7.0,25.0,4000.0,4000.0,5.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.17461625509504955
10.0,50.0,3.0,25.0,4000.0,250.0,15.0,3.0,0.04,,-12.452824551035906,-11.464311091524515,,,,,,,,-7.368559502982899
2.0,35.0,7.0,25.0,4000.0,4000.0,5.0,3.0,0.005,,-0.3708983628181377,-0.5883712672304664,,,,,,,,-0.17461625509504955
6.0,35.0,3.0,150.0,250.0,250.0,15.0,3.0,0.005,,-1.858445066176619,-3.0842013056878272,,,,,,,,-2.9463612290188137
10.0,35.0,7.0,150.0,4000.0,250.0,5.0,0.5,0.005,,-3.75735002468059,0.0,,,,,,,,-2.41777605394585
10.0,15.0,7.0,25.0,4000.0,4000.0,15.0,0.5,0.04,,-8.032455429084635,-3.003909173540676,,,,,,,,-6.074770181141597
2.0,35.0,10.0,150.0,4000.0,250.0,15.0,0.5,0.005,,0.0,0.0,,,,,,,,0.0
2.0,35.0,7.0,150.0,250.0,250.0,5.0,3.0,0.04,,-0.1999538267006236,-0.7750405005324774,,,,,,,,-1.3422365996073125
6.0,50.0,7.0,150.0,4000.0,250.0,15.0,0.5,0.005,,-3.75735002468059,-2.6267246155767143,,,,,,,,-4.382415686500957
6.0,15.0,10.0,25.0,250.0,4000.0,5.0,3.0,0.005,,0.0,0.0,,,,,,,,0.0
