n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs
50.0,12.0,0.7,0.7,0.1,0.01,['ret_lag_3'],0.050532010023701966,0.027717,-0.022781,-0.016306,0.006009,0.006351,0.006365,119493558499.47014,141984263338.77798,118504711742.8576,0.5,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7']",0.09871858767568219,0.040487,-0.018065,-0.020266,0.005969,0.006336,0.006377,113670545566.89124,131039935201.21156,111347796476.68892,0.46,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1']",0.1467999823931989,0.113893,-0.011265,-0.04217,0.005736,0.006315,0.006445,92491139408.28677,110922303925.38815,83636829447.24574,0.4,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1']",0.19320434831021235,0.143148,-0.010211,-0.050852,0.005641,0.006311,0.006472,87150558751.92026,105173298819.60847,79804792587.04678,0.44,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2']",0.2383803872795364,0.168576,-0.015498,-0.039877,0.005557,0.006328,0.006438,89370185343.99976,101143112425.68842,90369621237.51047,0.49,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2']",0.2832790254066059,0.168064,-0.013635,-0.028845,0.005558,0.006322,0.006404,85738484376.54344,88252982228.69049,85286001181.54579,0.6,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7']",0.327339368413221,0.17762,-0.009999,-0.031338,0.005526,0.006311,0.006412,85951597053.02364,95260048273.00298,81564281149.64595,0.61,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3']",0.37090243853126903,0.179848,-0.014286,-0.042077,0.005519,0.006324,0.006445,93117828428.47156,94673585786.58438,73009468145.06323,0.63,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6']",0.4133570335164442,0.197898,-0.016518,-0.030512,0.005458,0.006331,0.006409,84340891239.45625,104906155429.00882,79362332202.52998,0.5,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6']",0.45559693859081496,0.200733,-0.018745,-0.030996,0.005448,0.006338,0.006411,90484814436.68991,118355879460.89014,83128454375.57826,0.47,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5']",0.49775587679797256,0.214014,-0.010938,-0.028731,0.005403,0.006314,0.006404,84712289855.44675,88749268291.3481,84818739240.90894,0.67,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5']",0.5384923860749403,0.216311,-0.019904,-0.036337,0.005395,0.006342,0.006427,83728799377.96379,96291924521.80185,80311809903.99593,0.53,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4']",0.5785440663970609,0.231169,-0.017453,-0.044988,0.005343,0.006334,0.006454,81158604497.21883,102623556926.69841,79188099810.66365,0.61,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4']",0.6145609222766643,0.231696,-0.014172,-0.035644,0.005341,0.006324,0.006425,86740813912.04645,101819352942.50493,81351356943.3012,0.83,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10']",0.6493411306384602,0.249562,-0.014828,-0.040539,0.005279,0.006326,0.00644,97877544778.62372,82049620666.80891,108619826115.85793,0.49,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3']",0.6834202917869953,0.253056,-0.005005,-0.051852,0.005267,0.006295,0.006475,101813767409.59572,97874256878.36806,182890939546.76398,0.57,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7']",0.7172569253096878,0.252529,-0.007114,-0.044208,0.005269,0.006302,0.006452,107074081265.0715,95230152019.50606,166849286379.62592,0.51,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1']",0.7483675876088881,0.263099,-0.001774,-0.049137,0.005231,0.006285,0.006467,101015711355.59146,82276635679.49376,208446809667.3967,0.52,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9']",0.7789109693590744,0.259517,-0.011665,-0.037864,0.005244,0.006316,0.006432,102973842444.8893,100080001697.38678,157824484072.92865,0.56,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8']",0.806386427138958,0.265011,-0.006237,-0.044157,0.005224,0.006299,0.006451,101854314710.19576,97334277420.58954,174659720684.6606,0.49,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8', 'closePriceNorm_lag_2']",0.8307172618636454,0.264438,-0.004481,-0.036705,0.005226,0.006294,0.006428,97573909752.96481,90476472358.65717,173034825456.01807,0.51,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8', 'closePriceNorm_lag_2', 'closePriceNorm_lag_4']",0.8548264828310751,0.263819,-0.003425,-0.047172,0.005229,0.00629,0.006461,107160187086.72359,101504480164.46553,201768211893.20932,0.43,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8', 'closePriceNorm_lag_2', 'closePriceNorm_lag_4', 'closePriceNorm_lag_6']",0.8763113889355955,0.261192,-0.010398,-0.050961,0.005238,0.006312,0.006472,103865631751.12015,106030254243.439,188727335396.13358,0.4,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8', 'closePriceNorm_lag_2', 'closePriceNorm_lag_4', 'closePriceNorm_lag_6', 'closePriceNorm_lag_5']",0.8972420235040507,0.263351,-0.002673,-0.039084,0.00523,0.006288,0.006436,106228503034.0097,74194387091.52637,183875152447.46933,0.37,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['ret_lag_3', 'ret_lag_7', 'ret_lag_1', 'log_ret_lag_1', 'log_ret_lag_2', 'ret_lag_2', 'log_ret_lag_7', 'log_ret_lag_3', 'ret_lag_6', 'log_ret_lag_6', 'log_ret_lag_5', 'ret_lag_5', 'ret_lag_4', 'log_ret_lag_4', 'closePriceNorm_lag_10', 'closePriceNorm_lag_3', 'closePriceNorm_lag_7', 'closePriceNorm_lag_1', 'closePriceNorm_lag_9', 'closePriceNorm_lag_8', 'closePriceNorm_lag_2', 'closePriceNorm_lag_4', 'closePriceNorm_lag_6', 'closePriceNorm_lag_5', 'closePrice_lag_10']",0.9101114967557749,0.268363,-0.015821,-0.034979,0.005212,0.006329,0.006423,99831542249.2181,108324506385.03468,197670028052.43027,0.35,19260817.0,-1.0
