n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train accu,Val accu,Test accu,Train balanced_accu,Val balanced_accu,Test balanced_accu,Train f1,Val f1,Test f1,Train precision,Val precision,Test precision,Train recall,Val recall,Test recall,Time,random_state,n_jobs,Train balanced_accuracy,Val balanced_accuracy,Test balanced_accuracy
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10']",0.22547058800750294,0.768589,0.555263,0.558378,,,,0.768532,0.555253,0.558398,0.76893,0.557366,0.558444,0.768589,0.555263,0.558378,0.55,19260817.0,-1.0,0.768638,0.556322,0.55836
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10']",0.23677699767968322,0.781472,0.555263,0.554054,,,,0.781464,0.555359,0.554034,0.78155,0.557008,0.554022,0.781472,0.555263,0.554054,0.74,19260817.0,-1.0,0.781493,0.556049,0.553928
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10']",0.24772736114714952,0.777423,0.546316,0.550811,,,,0.777393,0.546526,0.55079,0.777636,0.547173,0.55108,0.777423,0.546316,0.550811,0.67,19260817.0,-1.0,0.77746,0.546334,0.550958
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5']",0.2583160229352103,0.781595,0.552105,0.559459,,,,0.781586,0.552309,0.559481,0.781679,0.553189,0.559575,0.781595,0.552105,0.559459,0.77,19260817.0,-1.0,0.781617,0.552339,0.559486
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7']",0.26875067096350286,0.788466,0.552632,0.555135,,,,0.788434,0.552721,0.555157,0.78871,0.554399,0.555217,0.788466,0.552632,0.555135,0.71,19260817.0,-1.0,0.788506,0.553435,0.555131
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10']",0.2791535109972072,0.790429,0.557368,0.557838,,,,0.790419,0.55757,0.557701,0.790531,0.55815,0.558317,0.790429,0.557368,0.557838,0.61,19260817.0,-1.0,0.790454,0.557339,0.558115
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10']",0.2894508245153826,0.797055,0.542632,0.545405,,,,0.797019,0.542844,0.545274,0.79734,0.543514,0.545848,0.797055,0.542632,0.545405,0.79,19260817.0,-1.0,0.797098,0.542666,0.545673
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8']",0.299726573337956,0.804294,0.529474,0.549189,,,,0.804274,0.529624,0.549205,0.804481,0.530976,0.549349,0.804294,0.529474,0.549189,0.73,19260817.0,-1.0,0.804328,0.530052,0.549252
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9']",0.3099046989867083,0.79411,0.561053,0.559459,,,,0.794093,0.561237,0.559473,0.794261,0.562327,0.559631,0.79411,0.561053,0.559459,0.75,19260817.0,-1.0,0.79414,0.561462,0.559532
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1']",0.3197783438487313,0.802945,0.545789,0.567568,,,,0.80293,0.54596,0.567467,0.803086,0.546291,0.567475,0.802945,0.545789,0.567568,0.91,19260817.0,-1.0,0.802973,0.545465,0.567345
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5']",0.3296471875726427,0.800123,0.551579,0.546486,,,,0.80011,0.551767,0.546405,0.800241,0.552194,0.546861,0.800123,0.551579,0.546486,0.59,19260817.0,-1.0,0.800149,0.551379,0.546708
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10']",0.33939530048381616,0.804049,0.541053,0.547568,,,,0.804049,0.541199,0.547588,0.80405,0.541443,0.547634,0.804049,0.541053,0.547568,1.66,19260817.0,-1.0,0.804048,0.540606,0.547547
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3']",0.34913928647389947,0.80319,0.542632,0.555135,,,,0.803139,0.542576,0.555152,0.80359,0.544802,0.555287,0.80319,0.542632,0.555135,1.21,19260817.0,-1.0,0.803241,0.543758,0.555192
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7']",0.35866007037517833,0.807975,0.561579,0.562703,,,,0.807942,0.561779,0.562662,0.808264,0.56236,0.563025,0.807975,0.561579,0.562703,0.75,19260817.0,-1.0,0.808018,0.561557,0.562882
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5']",0.3680431326405391,0.813252,0.551053,0.544865,,,,0.813243,0.551261,0.544829,0.813348,0.551934,0.545161,0.813252,0.551053,0.544865,0.84,19260817.0,-1.0,0.813274,0.551102,0.545033
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5', 'log_ret_lag_10']",0.3774082955170626,0.807117,0.551053,0.546486,,,,0.807082,0.551101,0.54639,0.807409,0.551156,0.546884,0.807117,0.551053,0.546486,0.61,19260817.0,-1.0,0.807159,0.550329,0.546724
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5', 'log_ret_lag_10', 'log_ret_lag_8']",0.3864986411068526,0.80638,0.551579,0.567027,,,,0.80636,0.551558,0.567048,0.806564,0.551538,0.567126,0.80638,0.551579,0.567027,1.39,19260817.0,-1.0,0.806413,0.550697,0.56704
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5', 'log_ret_lag_10', 'log_ret_lag_8', 'closePriceNorm_diff_std_5']",0.3955888475258415,0.810798,0.555263,0.544324,,,,0.810729,0.555453,0.54427,0.81135,0.555901,0.544652,0.810798,0.555263,0.544324,0.78,19260817.0,-1.0,0.810857,0.555093,0.544515
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5', 'log_ret_lag_10', 'log_ret_lag_8', 'closePriceNorm_diff_std_5', 'closePriceNorm_lag_1']",0.40467326134738923,0.819018,0.564211,0.557838,,,,0.819005,0.564399,0.557132,0.819162,0.564869,0.55896,0.819018,0.564211,0.557838,1.19,19260817.0,-1.0,0.819047,0.56408,0.558419
50.0,12.0,0.7,0.7,0.1,0.01,"['mean_log_ret_lag_1', 'pos_log_ret_normalised_by_day_lag_1', 'pos_closePrice_lag_1', 'log_ret_normalised_by_day_lag_1', 'log_ret_slope_10', 'pos_log_ret_lag_1', 'log_ret_normalised_by_day_skew_3', 'log_ret_max_10', 'log_ret_normalised_by_day_slope_3', 'log_ret_normalised_by_day_slope_5', 'pos_closePriceNorm_lag_1', 'log_ret_slope_3', 'log_ret_skew_5', 'closePriceNorm_slope_10', 'log_ret_normalised_by_day_slope_10', 'log_ret_skew_10', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_7', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_skew_10', 'log_ret_normalised_by_day_lag_8', 'log_ret_normalised_by_day_lag_9', 'log_ret_lag_1', 'log_ret_normalised_by_day_skew_5', 'log_ret_normalised_by_day_min_10', 'log_ret_skew_3', 'log_ret_lag_7', 'log_ret_normalised_by_day_lag_5', 'log_ret_lag_10', 'log_ret_lag_8', 'closePriceNorm_diff_std_5', 'closePriceNorm_lag_1', 'closePriceNorm_slope_3']",0.41371428300644836,0.821472,0.568421,0.539459,,,,0.821437,0.56844,0.538913,0.821801,0.568461,0.54029,0.821472,0.568421,0.539459,1.08,19260817.0,-1.0,0.821517,0.567661,0.539961
