n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs
50.0,12.0,0.7,0.7,0.1,0.01,['pos_closePrice_lag_1'],0.017015179367623496,0.026196,-0.014453,-0.010861,0.976897,0.997078,0.995311,1.621436,1.923433,2.359738,0.54,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5']",0.030561280794353378,0.043192,-0.016884,-0.020091,0.968335,0.998272,0.999844,1.809684,1.815063,2.645536,0.67,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1']",0.043559714398680414,0.12309,-0.034874,-0.016673,0.927023,1.007063,0.998168,1.639006,1.490069,1.676288,0.77,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1']",0.056292469073563514,0.15368,-0.030031,-0.014371,0.910711,1.004704,0.997037,1.584383,1.54229,1.659021,0.77,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10']",0.06885852299402875,0.181973,-0.044498,-0.014626,0.895358,1.011735,0.997163,1.454768,1.543675,1.429014,0.7,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20']",0.0811669899859182,0.200261,-0.041364,-0.028784,0.885293,1.010216,1.004096,1.471469,1.43123,1.670522,0.6,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7']",0.09325958426990223,0.219715,-0.048904,-0.025913,0.874459,1.013867,1.002694,1.403881,1.367853,1.716889,0.71,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6']",0.10491528040042901,0.229269,-0.046363,-0.029382,0.869089,1.012638,1.004388,1.322281,1.355949,1.844269,0.64,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2']",0.1164020467838072,0.239325,-0.047139,-0.029684,0.863401,1.013014,1.004535,1.322958,1.415861,1.470006,0.66,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8']",0.1273922967212074,0.253751,-0.047522,-0.038762,0.855175,1.013199,1.008953,1.314967,1.335059,1.392495,0.61,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10']",0.13748026647321723,0.264492,-0.057964,-0.023371,0.848998,1.018236,1.001451,1.278258,1.333641,1.654989,0.89,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10', 'log_ret_lag_9']",0.14750080726137307,0.271993,-0.040137,-0.01739,0.844658,1.009621,0.99852,1.304089,1.200159,1.67288,0.64,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10', 'log_ret_lag_9', 'log_ret_normalised_by_day_lag_10']",0.1574022269124393,0.278379,-0.025683,-0.020113,0.840945,1.002582,0.999855,1.265124,1.299531,1.844157,0.78,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10', 'log_ret_lag_9', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_slope_5']",0.16720600117223033,0.280079,-0.038743,-0.026061,0.839954,1.008944,1.002766,1.256982,1.231824,1.416604,0.65,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10', 'log_ret_lag_9', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_slope_5', 'log_ret_normalised_by_day_lag_3']",0.17674502179985566,0.295251,-0.032636,-0.036299,0.831056,1.005974,1.007757,1.202606,1.354391,1.681396,0.66,19260817.0,-1.0
50.0,12.0,0.7,0.7,0.1,0.01,"['pos_closePrice_lag_1', 'log_ret_slope_5', 'log_ret_normalised_by_day_lag_1', 'log_ret_lag_1', 'closePrice_slope_10', 'closePrice_slope_20', 'log_ret_normalised_by_day_lag_7', 'log_ret_lag_6', 'log_ret_normalised_by_day_lag_2', 'log_ret_lag_8', 'log_ret_lag_10', 'log_ret_lag_9', 'log_ret_normalised_by_day_lag_10', 'log_ret_normalised_by_day_slope_5', 'log_ret_normalised_by_day_lag_3', 'log_ret_normalised_by_day_lag_9']",0.1862638829120338,0.294545,-0.045238,-0.027601,0.831472,1.012093,1.003518,1.268316,1.242464,1.743782,0.68,19260817.0,-1.0
