short_term,long_term,price_range,amp_window,change_holding,amp_lo_threshold,amp_hi_threshold,mse_threshold_1,slope_threshold_1,mse_threshold_2,slope_threshold_2,price_change_threshold,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,score_250,score_500
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,0.5,0.01,,30.246845034047443,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,1.0,0.01,,30.246845034047443,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,4.0,0.01,,30.246845034047443,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,8.0,0.01,,30.246845034047443,,,,,,,,,28.659456436430172,13.047947120870814
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.05,0.05,0.04,2.0,0.01,,30.046486768930983,,,,,,,,,27.452965815554847,17.507077679351685
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.15,0.05,0.04,2.0,0.01,,28.463482679776064,,,,,,,,,25.48450552806017,14.31223520692593
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.25,0.05,0.04,2.0,0.01,,29.794848524449822,,,,,,,,,27.879146684680617,12.751799380968599
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.1,0.04,2.0,0.01,,30.238448863020533,,,,,,,,,28.681925842140327,12.925620455115398
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.2,0.04,2.0,0.01,,30.072022759549206,,,,,,,,,28.66496227268072,12.479782050085879
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.4,0.04,2.0,0.01,,30.090011241982218,,,,,,,,,28.69699659304045,12.523157720358077
4.0,15.0,7.0,75.0,500.0,7.5,1.0,0.35,0.8,0.04,2.0,0.01,,30.090011241982218,,,,,,,,,28.69699659304045,12.523157720358077
4.0,15.0,3.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,-4.909352599411265,,,,,,,,,-9.691031919205042,7.199593292566989
4.0,15.0,4.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,11.991319607473617,,,,,,,,,10.851921581790103,3.59241657017572
4.0,15.0,5.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,22.107149539494003,,,,,,,,,25.291076659630605,4.973959363200379
4.0,15.0,6.0,75.0,500.0,7.5,1.0,0.35,0.05,0.04,2.0,0.01,,25.154742713469147,,,,,,,,,25.549793932658808,13.448886370145047
